customerID,Contract,MonthlyCharges,Probabilidad_Abandono %,Prediccion_Final
a9e894c015d7856c60b00c2ebbef20f7e4f668b49b776a8b6154b8e4df8c8dc5,Month-to-month,96.0,82.3,Alerta: Riesgo Alto
9d31cac9fec4e52991696b4a6b78fb5b1f8e20373a1747e93528fddaacdbbb95,Month-to-month,86.05,82.2,Alerta: Riesgo Alto
56c32f20ed37729c9de28341a772107c48fe561a334ba80334dd1a0306692ea5,Month-to-month,101.95,82.2,Alerta: Riesgo Alto
07f4b02110ccd04962e672beb0d9785cce41b73554a18dab8d0b9990275b0d45,Month-to-month,88.8,82.0,Alerta: Riesgo Alto
e4548f64db906ccf72378ce33f8b8fdfbd80437c5b6a692e3837de51a4b7c257,Month-to-month,100.6,81.9,Alerta: Riesgo Alto
a2a3e2f2c45c2e37eed18602e722888f8edc04c3d81b704be2419e93560aac34,Month-to-month,85.05,81.9,Alerta: Riesgo Alto
99361732cb32d701cb3c601a9d0ab6a3ba63324114c460d01ccdc964bb4b5691,Month-to-month,84.05,81.8,Alerta: Riesgo Alto
896c50a7167dfecb4a91ddc6ea400ab2f59482ced06e8f44ca54b38e33301089,Month-to-month,100.95,81.8,Alerta: Riesgo Alto
790f43562d405c9bb1549d8f10f73fbd595cc0d6c90966c09105cb0979979910,Month-to-month,96.6,81.7,Alerta: Riesgo Alto
8a4abd8b90517a3b37d51469f7177875ae1a6ef1d7f4b3bb9bb8f199078cfc2b,Month-to-month,85.7,81.7,Alerta: Riesgo Alto
57b9d09aee889364b4e859b2513f1c0c976ea8f294c86cdb13b34d48465c5410,Month-to-month,100.5,81.6,Alerta: Riesgo Alto
cdb76f8984e82560bd6df87bc83bc5031cc4cb065d61801fdafa634c2cc0865b,Month-to-month,105.9,81.6,Alerta: Riesgo Alto
995638dd23cf89369d33c00d5a83cad571d0c50b744de29a3d03609a29d3496d,Month-to-month,95.35,81.4,Alerta: Riesgo Alto
fa1f28e860c2f9c4d12e3968af5e583e2f16fed546da042f4713c5bbb87089f8,Month-to-month,105.0,81.4,Alerta: Riesgo Alto
30f7f8b5c8dec755afdd2860da7730fc897c0b8bfef37a997919256b07e3e5fc,Month-to-month,88.55,81.3,Alerta: Riesgo Alto
1fc2a47b8790a51dbe2233912c93f427d9eac416e5931733c59462f483681895,Month-to-month,85.55,81.3,Alerta: Riesgo Alto
dea080c7cbb3005ba69b91a9fac5deeb1ba053244ab1d0f64afa51423e3ff39d,Month-to-month,94.1,81.2,Alerta: Riesgo Alto
ea60397938517bf05ddb24d6926f153f934f1c5fc1a1e7ef01988ec6d6b55124,Month-to-month,89.3,81.2,Alerta: Riesgo Alto
1d79314a60b3c3e564b1606aa8f6680a4f6086cc16d4161a12fc13f85331aeec,Month-to-month,83.25,81.2,Alerta: Riesgo Alto
874a1b77e3bafbe77ec121431de32dbdcdc0ba2ea07111373f57702568df3a81,Month-to-month,99.55,81.0,Alerta: Riesgo Alto
069b8b95752b7d80fc32610dc10ec73bf47b9f203d43417bcee97484420eaa79,Month-to-month,93.85,81.0,Alerta: Riesgo Alto
d38cb5a870aadea26f3c4aeb7c392b2635c25d6d40fb8854e1d35f471c27922a,Month-to-month,98.25,80.9,Alerta: Riesgo Alto
4e1b2d62a524bf0f5c6cbf0ebd46c61657c6cec7afbafb230733aa4ae8606224,Month-to-month,100.5,80.7,Alerta: Riesgo Alto
00dc11fa7c973a0a375db10e3fe0bae0090c128e7e0f19ae044f5364ff63ec92,Month-to-month,84.6,80.7,Alerta: Riesgo Alto
6398421a82331e1b9fe0625a8fa7907151bc0d9a670f3e6610ab9374cba508af,Month-to-month,95.25,80.6,Alerta: Riesgo Alto
1ee82a61f1704100d50f80a818b18a2ebe1ed700014cb7743d04504ebf594fb6,Month-to-month,91.3,80.6,Alerta: Riesgo Alto
2efce9567de6bd796b9bb9f10b237d47fc8c193b80b6c360e4f9430beadcba63,Month-to-month,93.3,80.5,Alerta: Riesgo Alto
6b90167eafc45f690526d709474a5796aa8e948c910e4bc59241515ce4fa7a1e,Month-to-month,99.45,80.5,Alerta: Riesgo Alto
56d7520c791e35683176742db79e1ecc2c9224e81c7332937ef84aaa29bf0f10,Month-to-month,88.85,80.3,Alerta: Riesgo Alto
351b5f74ad3aeb5d3371005a1bb41976ef40d20e98d7129e6cb8c2f3b4afa2bf,Month-to-month,95.05,80.2,Alerta: Riesgo Alto
82074f32ece7e97cf9bf66caf446065fe247505bc0c2e8a65434cf51bf693a3d,Month-to-month,89.2,80.1,Alerta: Riesgo Alto
ccb37d8c6df3c7c28049b53f8d1f676f0dcefea4dce706c08b2b2a54e8cc4750,Month-to-month,84.35,79.9,Alerta: Riesgo Alto
0e4a39d960e8bb8175709f43383528cf61e9c5ff70fdeb0cff44813ae4f221b3,Month-to-month,98.5,79.9,Alerta: Riesgo Alto
e8ec0b85801fad809af7819cac5ef3fc0943eb24b612e24b0a7dd4ef6b6486c7,Month-to-month,84.6,79.8,Alerta: Riesgo Alto
725cc14c8e9145a9f311bde453308d7991edf3e2f429248750e12c84ed4a979d,Month-to-month,94.75,79.7,Alerta: Riesgo Alto
03d68089b43217c6a1e52a7068aec712b506f5754e7c43d39e019fe52b135e1f,Month-to-month,89.5,79.7,Alerta: Riesgo Alto
49d30e45ab3eca171cdf53c8c2ac0688f5e9a030db42137942303fb9935810b9,Month-to-month,100.2,79.7,Alerta: Riesgo Alto
5b9317b6f94c7b57d2757df98066a292433ed1d616d590a6f5d6c82355b6d2de,Month-to-month,84.55,79.7,Alerta: Riesgo Alto
d8abe9fbb6a145d894eae9efa058f2529c614731558e074c7b7c82a73f9e01b8,Month-to-month,84.05,79.6,Alerta: Riesgo Alto
8e63e26b8931a928728cfa622ed68c4ebabeb1d2219ce40a3ae6848d5bfb8a75,Month-to-month,73.55,79.6,Alerta: Riesgo Alto
c45a26e227390d73f8c45ac2a0e9b370ebf0f73f859b864c16a35e6cb90eb9c4,Month-to-month,95.5,79.6,Alerta: Riesgo Alto
009b50fc33f819ede28a83f35ef946c01b9377b7b896a44a0cb9d2461ad8fe0e,Month-to-month,99.65,79.6,Alerta: Riesgo Alto
153373664b9115782620f257d4d245efa9305774883b78faf0f85d39bcfa6b84,Month-to-month,85.0,79.6,Alerta: Riesgo Alto
6ddeaa315fd36ee4bcdb97b7493ec678c9836c90f39e7862eeb11bfa45e0c7f9,Month-to-month,88.35,79.5,Alerta: Riesgo Alto
45b23a14b891fbd25fa3ac9cf5a24747b400990636e298c12af5e84a9bd38419,Month-to-month,95.6,79.5,Alerta: Riesgo Alto
f2e0501d596307fba71348910406a8934e86bfce39305ef7fe6d4fd733d30362,Month-to-month,94.75,79.5,Alerta: Riesgo Alto
77f43ee3dbb44d00c415eaef3f0a783f20c669546df4d3ce0ef334fd6f90584d,Month-to-month,86.6,79.5,Alerta: Riesgo Alto
dcf5574ac34db6bf3141ba58ce1f1c20add8e4751d472082e21daaac74955be1,Month-to-month,99.75,79.4,Alerta: Riesgo Alto
7672713cace47a75b1705b187d5a550dd21800d56158d1e07825598648eaa6ed,Month-to-month,94.0,79.4,Alerta: Riesgo Alto
a623b25486a79e7947298b35fc25db4b2bd39212be49a4ccfdd16cd4d7abf134,Month-to-month,85.65,79.3,Alerta: Riesgo Alto
213ab46baaabbeda7cf46b67e5112e082feb9a7d5835f720dbd0e0f7c7465b9f,Month-to-month,92.55,79.3,Alerta: Riesgo Alto
40f8c3e66afd15f021f9d5aeb1c28e8179d248b42e1531fa0f5c3916afc2f16d,Month-to-month,98.75,79.3,Alerta: Riesgo Alto
062acb23c67a96e63192625770307b70cadcc00de9f47903882bbbc8125d0ebd,Month-to-month,74.4,79.3,Alerta: Riesgo Alto
ed677f08cfb1d48a4d3fcddb1194163cce89593ca1e45e1fa74c26ceae56403d,Month-to-month,90.6,79.3,Alerta: Riesgo Alto
ba9f6a97e3684cfbc773617b36badf6752e2a1cb9a9e691092544bda32ba54c7,Month-to-month,72.1,79.3,Alerta: Riesgo Alto
55bd7655770c414a8bbf546f2fedb398ef57fea309f0963dbd90794658b6d43f,Month-to-month,89.25,79.2,Alerta: Riesgo Alto
e55ab1cb161eeaadbd91701b014309f3cd1d691bb7b814b7d8b9ced396aea3ea,Month-to-month,73.65,79.2,Alerta: Riesgo Alto
7deb6269e5e647047b5e66206c33b92bc13721fb61532be380a1a160cf1d4de4,Month-to-month,84.8,79.2,Alerta: Riesgo Alto
e735cbf5fa1750d0078e92ad598f24b70b9aeaa9e5e1720d6de7e6d83e82cfa4,Month-to-month,89.1,79.2,Alerta: Riesgo Alto
83739115aa7a0254e81857ce54b4947783e3356bf350e9574cd7c0076c4af54c,Month-to-month,89.5,79.1,Alerta: Riesgo Alto
76ee356545f924241c7968650c7be5535b8fda258a46652e7bb848045c5a83bd,Month-to-month,86.0,79.1,Alerta: Riesgo Alto
be67ee03198cf61d872e5f84830fb836b5149167f2c222b5fdcdab5c714cffe3,Month-to-month,89.55,79.1,Alerta: Riesgo Alto
f5b1c7c5873146a754df6f7e3373d555d0bb5e21e8074571d8dbfb6a9c71ae22,Month-to-month,90.75,79.1,Alerta: Riesgo Alto
b3f27bf01f50e853c92f6e1b40766406fb1a8468ed546e56bc8ca14475f37e1d,Month-to-month,89.9,79.0,Alerta: Riesgo Alto
356b2ced17ff50a4606dfbd2c4a9bd0ab6884ff483dc9c2b23f75a5f1ad3e944,Month-to-month,89.0,79.0,Alerta: Riesgo Alto
8321978166d3db6fb5278b1e868778c254434bf2fb7efb4426b333ded373ed97,Month-to-month,85.7,78.9,Alerta: Riesgo Alto
49f89fc19734946d485a9e4323d996137cad878941a79f231541142c25025606,Month-to-month,89.35,78.9,Alerta: Riesgo Alto
4ae7fa2e500ca9585b0ddedbb9da144ec27508651a1e1f89084447d2e9d64230,Month-to-month,84.0,78.9,Alerta: Riesgo Alto
d234cc22eb06efeacd9671bc36397cdd4c962bfd2afd8f0a02a445b01adce073,Month-to-month,91.4,78.9,Alerta: Riesgo Alto
13e1203bd057153e33dbe710e3cbc7a93ec5dafa634ae51642841e2b8d5f3e16,Month-to-month,85.3,78.9,Alerta: Riesgo Alto
7fba6169a0115752c577cc3470664748591d3ca6c6a83f6784893222d3dee70a,Month-to-month,74.4,78.9,Alerta: Riesgo Alto
821a9c493a2e3fc1a33dc7df3b15abecc4c06b369fd2bf9da0096d4c6f6999ae,Month-to-month,105.5,78.9,Alerta: Riesgo Alto
b64b173026d4edf07fa328778700acb0bd968d7a5e0c6367f8e0bcfeb074c574,Month-to-month,74.45,78.9,Alerta: Riesgo Alto
a65f53a030cb198f8177d340d68e24992f5adc47d2550ced2a8cd8adac859f62,Month-to-month,74.7,78.8,Alerta: Riesgo Alto
1289b92d5de126a4be4d3e64edcc93284e66b0e558e23f0453184e7a21a69f22,Month-to-month,83.85,78.8,Alerta: Riesgo Alto
260233477841cfd3ba1d1bafe968cedfe8db4f4af472e5774a67de2815e1830f,Month-to-month,90.55,78.8,Alerta: Riesgo Alto
33729e45632ea6bec7e02d775929b8c7c31c794f24701740b20c6faa194332e1,Month-to-month,91.45,78.7,Alerta: Riesgo Alto
10d239a2e6ecaf655ad86c4afbf5dc67df93748f6d7362b82c370fa45bb00fa0,Month-to-month,94.8,78.7,Alerta: Riesgo Alto
fb2f05e69fb1956d43adf96760628ab66b31acca06e213b013e98639a262e144,Month-to-month,74.2,78.6,Alerta: Riesgo Alto
16a08f05cabb84d9566959a39367c927339e7c7d4311c31c9c86aacf6b6a3a2a,Month-to-month,75.35,78.6,Alerta: Riesgo Alto
90eea2616e9a165d9df7256e42f6cdcb8a2bd49f49c48d7376e7a846dc117012,Month-to-month,75.75,78.5,Alerta: Riesgo Alto
663a6b54e0aa38fc43c6be1e34c7312f60df9b08a83984f6a7772d1a27387f7e,Month-to-month,100.6,78.5,Alerta: Riesgo Alto
aa6f5909ba5f97403efb2ed40da14c5c0b866659c49b9155b64aa71e13346abe,Month-to-month,96.4,78.4,Alerta: Riesgo Alto
506dfbf77009c48432d0a946d4a42b69a5476cfd355b1a527e2771d9895cb89e,Month-to-month,99.5,78.4,Alerta: Riesgo Alto
726d055121e3887952e628ce52cf579f9735ec6cefdfff148057fd296f3c73ca,Month-to-month,95.75,78.4,Alerta: Riesgo Alto
049bfc006a06f50722ba03bacc11e50daa7bb86bb0f45918b31ae2e9bc6da431,Month-to-month,82.85,78.3,Alerta: Riesgo Alto
3e336669cfb341ce127fd786c2b8d4b58142aa55a55df4c7df9ab1ae6fcb1af5,Month-to-month,94.2,78.3,Alerta: Riesgo Alto
39b943d67b0b4cad2477e9652b1f97164d84d887542952a9e8659a00196733ec,Month-to-month,76.45,78.3,Alerta: Riesgo Alto
0d1f107feac9c19d396d5b557197dcf81eda60b0598c423eeea18dd754abc8d6,Month-to-month,85.05,78.2,Alerta: Riesgo Alto
b717be6090c32a630319914fda80c7e4b76d035119a65e2a75751c00168f2ccd,Month-to-month,96.15,78.2,Alerta: Riesgo Alto
c75b5baa9aed90076d2f952979de8c52f98f83d111179b622bc660fff6c9bf1d,Month-to-month,85.65,78.2,Alerta: Riesgo Alto
658ff22471301507c6649a40b1f94da7d97c0e1a91d8646cad5723776e116a00,Month-to-month,89.15,78.1,Alerta: Riesgo Alto
a2abb22d3649b73b1cf4f7ef49f677841f49d51fc73eff5fa6348b7f47148864,Month-to-month,96.05,78.1,Alerta: Riesgo Alto
e5a37c1aec3a20be06869d5129e83a3fa51f8513d9b53f5650b33ba86ca7c80b,Month-to-month,101.35,78.1,Alerta: Riesgo Alto
8c9a54d3b067cf2c5c3638b8bd94a561c4843c0782b23bf2e6e0f122439d098e,Month-to-month,84.45,78.1,Alerta: Riesgo Alto
74467ec1ac9e3b83bae8615a2a5aaaefe1a279f05aa47d281cbfdfc9f84e3e4a,Month-to-month,91.4,78.0,Alerta: Riesgo Alto
f7a001b6eae7cefb7b402c4df25f0fef6f5b720393503f89507350ab5e830c4b,Month-to-month,79.1,78.0,Alerta: Riesgo Alto
baf7d9f9552f32d3c584dabbf494da962fd793a8f0acbd52a513388eaf8fe333,Month-to-month,95.45,78.0,Alerta: Riesgo Alto
354f0dcf4a0337a4ef382b777ca7c28f7abfde75a57f315eef3eb62438b54e5d,Month-to-month,88.45,78.0,Alerta: Riesgo Alto
ffacc4266531299375edf6121f4202cbec2ce726101dbb176ac43765ab48f0b2,Month-to-month,100.75,77.9,Alerta: Riesgo Alto
b038a0e29bd72ff0723a5da22569361612e4ec979f008ad6fd324f0814f12fe7,Month-to-month,94.2,77.9,Alerta: Riesgo Alto
e6b4d353810b2e7669751e0cd235f0f530deb6ab3ad6e749b031d1526adb6546,Month-to-month,90.4,77.9,Alerta: Riesgo Alto
e526b83df22f8a495c4f1efb85e5fdfcc5fbb6b562a616a8eaf638b57e96d0e2,Month-to-month,99.8,77.9,Alerta: Riesgo Alto
808aa7799021d9945eccfac97e947b623626e0d04f526a0c79329e70ae0b2c6e,Month-to-month,84.0,77.9,Alerta: Riesgo Alto
c5d10a3f28277a87c33a1aeea9e2cb3b397680f4d647ec64a64bcf93501566af,Month-to-month,92.1,77.8,Alerta: Riesgo Alto
5892c48fa3069e98ce37dc126fd5259248cf61505c9b2037bd09708817b83227,Month-to-month,89.8,77.8,Alerta: Riesgo Alto
fea15c49d2753f0dcec523e0e1bd6b41bce041967c0b3a7f51eb3f9c358d8e7d,Month-to-month,85.65,77.8,Alerta: Riesgo Alto
f2d62f0a2ea10e1331e59293ed8c1ee3aab909e2adb5001df599eeede166dd4f,Month-to-month,89.8,77.7,Alerta: Riesgo Alto
a545594cdc423c7a2405ea075309c2bfac39c682df589b170dc96d497d10cca8,Month-to-month,85.2,77.7,Alerta: Riesgo Alto
a08d0989c0662f948e041353afc6ccd6dc0c1bdfc0c5d4f87d9149014df99bfc,Month-to-month,89.45,77.6,Alerta: Riesgo Alto
bae36f890ea5bd1313d69740246f60fe43c0b15c98ae8539940fc7eb9076a97e,Month-to-month,86.65,77.6,Alerta: Riesgo Alto
b465db8209a8551a2aa5e0d746e3ced809fc5e71a31cb26eef8564c1b58dd330,Month-to-month,93.35,77.6,Alerta: Riesgo Alto
1ef6f34c63f7f685976b3d04da55589899bc98a953a66881d776df238d931435,Month-to-month,99.6,77.6,Alerta: Riesgo Alto
b5a92046caffce82097e1d3d3a66ca1e453f39e9cf3b242342fa8974dbe95988,Month-to-month,79.2,77.6,Alerta: Riesgo Alto
99e02139efaae8b70519465c169d18bf2009bf601ecb59ba6bdeb2d92d4632a1,Month-to-month,78.55,77.6,Alerta: Riesgo Alto
b728f99c3877cc08c7c1b719ba434347e81cb752ad519c9e92b607bba94f01e7,Month-to-month,95.85,77.5,Alerta: Riesgo Alto
ecd5ed9a89308870043dc0ab226195ac89cd6a064fcb8653c65fc42f5dfce01a,Month-to-month,94.55,77.5,Alerta: Riesgo Alto
a4399089aac89c14613d40f3e2e6568ee68206449203126eda43fc8a8d079b44,Month-to-month,105.3,77.4,Alerta: Riesgo Alto
117180f8f8eeb97dd674efb4cf74b6dde9109597271adbdad6693d7426edc58f,Month-to-month,90.1,77.3,Alerta: Riesgo Alto
443f47456cb57d90b4453b5c042bdf459549f89787be8d408ab46adde0096c22,Month-to-month,76.05,77.3,Alerta: Riesgo Alto
b15c50fe5b049360e4b0128df31c1631f51384a5a3bcba0e60dc1c945b23b6ab,Month-to-month,94.95,77.3,Alerta: Riesgo Alto
2c52e23df548635b9d3453b8417a890bf9bc06305afb4b69444e22d4aa457f70,Month-to-month,92.0,77.2,Alerta: Riesgo Alto
b0fab46180a041d4209b6c3960df147b1e06ead4343fb6471341792da0fd096d,Month-to-month,79.6,77.0,Alerta: Riesgo Alto
5f314e882d3c7cd7aee67913e1a0f61a371473fcfe2740b924a40ff42c00e84e,Month-to-month,77.0,77.0,Alerta: Riesgo Alto
a0ca2c196984810937210202cc681d927407f14f2bae4799743a2c01d08f73a5,Month-to-month,100.2,77.0,Alerta: Riesgo Alto
3fa21636471cddc3c2d1ba7943a85f73edbb16bcacca9f81fefc13610b1a9518,Month-to-month,82.0,76.9,Alerta: Riesgo Alto
cecc5c7b55cf46443594c3997d9503c92d167ba4abb544c5a561c20913b23284,Month-to-month,95.6,76.9,Alerta: Riesgo Alto
46df125c37b0793379ad75dd1592d8abb1b32c53b76d217850df017a58ea9d01,Month-to-month,94.45,76.9,Alerta: Riesgo Alto
cec8ccb73cf155bee238884e925cfd7d28f9bae9b16b75edfec1805af059a477,Month-to-month,74.45,76.8,Alerta: Riesgo Alto
01c3c0055330fb3169048116d5a6e97138129a34b81ea9bb885b9a6df13c798d,Month-to-month,74.9,76.8,Alerta: Riesgo Alto
cfc437e58c871eff16ed48e3199d365749760422518c2d72315924b5f67d0704,Month-to-month,84.9,76.7,Alerta: Riesgo Alto
b77abaa0c1108ec8b2c2064dda20fe0a214728b78be0fc67325dce12f955157f,Month-to-month,104.85,76.6,Alerta: Riesgo Alto
9d0da524280f45c70fc6ac6efd9dd3fd85f9b7eb3ebd245bcc67e6d0b0dc3089,Month-to-month,85.0,76.6,Alerta: Riesgo Alto
da1b8d415ffae280d7f93f11da5bf79652be66b26db3f1e80e04618b8a35fa3b,Month-to-month,93.9,76.6,Alerta: Riesgo Alto
f47d7dc91d7632043b739eb44ad711f9a54f659a2079c33cff709a295696fa63,Month-to-month,79.9,76.6,Alerta: Riesgo Alto
a88bbce53cb87a437489e5e09d111c8102a0021fa74178995b5015863f87e9b4,Month-to-month,101.1,76.5,Alerta: Riesgo Alto
336c10e2d40fb4749e78269c27e324c425cfc57afa1ae66aa4494fb79655d422,Month-to-month,98.55,76.5,Alerta: Riesgo Alto
0f11f562cd24b87a733a3e0bd49ba32d055b49ff14e96d93ec540a02a4f10c8e,Month-to-month,104.4,76.5,Alerta: Riesgo Alto
b76dd70f6864192ff6e0503beec94c07ee1c3762df697589d94f1723b31d51d7,Month-to-month,74.35,76.5,Alerta: Riesgo Alto
53978e142486a56ddc65e3fb5ff2fca3352ca4dce223eafafd25aaa20782029f,Month-to-month,106.9,76.5,Alerta: Riesgo Alto
97d077397a9f56d1053ba4b9c4ac4f88433108aa637ed98dd80ab67efede214e,Month-to-month,94.9,76.4,Alerta: Riesgo Alto
6fb7604241c06a4968185167230f4c2b8074476dc7f42af4fc4b667e5fb1353e,Month-to-month,92.5,76.4,Alerta: Riesgo Alto
ab1d72764af53a5f811fa9c5c6a1c2b96ceac8a91a4480e2a5734854a6cb917e,Month-to-month,80.4,76.3,Alerta: Riesgo Alto
b36a3ba76ff0e1b1b711e2b7d6bf9bf054126c95049ed0d8d3e44bf3974aba81,Month-to-month,86.8,76.3,Alerta: Riesgo Alto
2e82e840d105ce0acf1658b3ead64d9485da48ca86a888983b7af315ec9b3b1a,Month-to-month,86.85,76.3,Alerta: Riesgo Alto
219727275f61fecafee6fc8081f4b1f5b4394cfd3c6b01c63b9ac40e2a8347b2,Month-to-month,89.5,76.3,Alerta: Riesgo Alto
aa25f87d668a957805443b1c1e499aaa7784b6f3b1654302d696c5ce806c7808,Month-to-month,97.95,76.2,Alerta: Riesgo Alto
d1ac7df88612222a42b058d202a25cf3565867e0176088bb6e704928dcd26215,Month-to-month,75.1,76.2,Alerta: Riesgo Alto
9f2a58c44608ec88b3601701bfaeaafb8bab0a3d1f92a6f1eaf477e93a3cf83a,Month-to-month,94.25,76.2,Alerta: Riesgo Alto
78aeb524aa7c716b368ad82ad7e8c26019260c9f3b6b2409b3cfd5e1cbb28f8f,Month-to-month,74.9,76.2,Alerta: Riesgo Alto
bbf8d17fe279eff1bbf09f367030fdf0a55fbbe3aefe71c79e2f8b735637f2ab,Month-to-month,74.95,76.2,Alerta: Riesgo Alto
8e07d10b421d46352d3254b082c16f2964134cf0be8018eb4b8195288b59a242,Month-to-month,86.5,76.2,Alerta: Riesgo Alto
115a053bb876e5907ac5aff0f5bc07dac4127fafa288bb993d50308071e770b8,Month-to-month,83.3,76.1,Alerta: Riesgo Alto
0cf3770e6a35c0e2848354c074d9fbecad45896f3858b1ee57a357cd76b5f1ff,Month-to-month,75.3,76.1,Alerta: Riesgo Alto
b9d728ea08e3e2360448feefb59d1ea34aaf2aa5d56f6a84693f5ad000c1a17f,Month-to-month,75.45,76.0,Alerta: Riesgo Alto
73827cee4c356030a8972c2451ff0054f31fae2a9043a85601307cf3935619da,Month-to-month,74.5,76.0,Alerta: Riesgo Alto
5d96c15250addb9f43d2e4fe720fe23b616e2b39948e7e9ec38b5a0ca8280384,Month-to-month,90.45,75.9,Alerta: Riesgo Alto
6cf0789feed3333911d918b3b610a0d2a6a9014fbe3ae598ae963c20b916d8cd,Month-to-month,75.1,75.8,Alerta: Riesgo Alto
9418ae257f71e814dd4630063498acd6d814707a9066a17548844ef60bab2f46,Month-to-month,94.75,75.8,Alerta: Riesgo Alto
7d9a8db70affab8ddc088a0206862471a13221c5c42cceb68979f3468f616cb3,Month-to-month,95.8,75.8,Alerta: Riesgo Alto
6532ff8ff776b9ff8e67242792119c322ad289b4e9ec63bf13ae17f56743f6b8,Month-to-month,94.7,75.8,Alerta: Riesgo Alto
c55d24c9670663fcf3ece15fb0c4a438481e1020a39966213d08a52fd9702c59,Month-to-month,78.85,75.8,Alerta: Riesgo Alto
4485d09c05e663aea0df8f14d3e4fc2a21961aaf7490a748f72293f28411ab3d,Month-to-month,86.55,75.6,Alerta: Riesgo Alto
a94c2cc28e10977182417ee6e357a25c734ece6190e5c67cce4334ff17646595,Month-to-month,85.5,75.6,Alerta: Riesgo Alto
b14bb4fd2739b589b2d48734735e086ff770417d98c765439e9bf58ad282a4ab,Month-to-month,85.35,75.5,Alerta: Riesgo Alto
cf9372192f2ca2168cbddc9e9453bdbfbf082ccc5635ef557eb6fb3a075fb7c9,Month-to-month,74.85,75.5,Alerta: Riesgo Alto
a76e788b7f9d6ac9e707b50cc0d0ec3593cdf64cd53e76f810f31835783b043d,Month-to-month,85.25,75.5,Alerta: Riesgo Alto
f8a61ac7e82c8d99720c3a623f752ffa0688831e06bae96e30509746a1213332,Month-to-month,75.4,75.5,Alerta: Riesgo Alto
438939922198a8d15f0afe150193e32a57d65cf65dd8442167f34eab9c055afe,Month-to-month,87.05,75.5,Alerta: Riesgo Alto
e32091691c0a9b450feba71dae98c1bafce184d1078b97ee4cf3143d96ef128b,Month-to-month,102.0,75.5,Alerta: Riesgo Alto
d5aac1fc8a60ef038b819b5e491dd5bc278025e51e13e516846e273035ff5e0f,Month-to-month,90.05,75.4,Alerta: Riesgo Alto
c291ce5d4a0e869b6ff256ca75ae3ccaa55e57ac2857636b50104d2e2a3c0ab6,Month-to-month,78.95,75.4,Alerta: Riesgo Alto
3c4febc441e1fb7c755a20b5258d779d98764ed0b0c7861721249af62cec202e,Month-to-month,90.1,75.4,Alerta: Riesgo Alto
89a1462b9805e9d47df55827f1f6c4a4019780c5f1a67fe98e8fd8b413d1a4cc,Month-to-month,79.05,75.4,Alerta: Riesgo Alto
5bae9ea44581075e20c373b0b9d257fe5f65c7a642f7e32b0c71b4bb57a74a27,Month-to-month,96.7,75.3,Alerta: Riesgo Alto
