customerID,Contract,MonthlyCharges,Probabilidad_Abandono %,Prediccion_Final
f0fb6ee6,Month-to-month,98.25,80.9,Alerta: Riesgo Alto
084a7b15,Month-to-month,100.5,80.7,Alerta: Riesgo Alto
1df5123e,Month-to-month,84.6,80.7,Alerta: Riesgo Alto
24377d18,Month-to-month,95.25,80.6,Alerta: Riesgo Alto
a4eac1e3,Month-to-month,91.3,80.6,Alerta: Riesgo Alto
502d66aa,Month-to-month,93.3,80.5,Alerta: Riesgo Alto
79ccdf02,Month-to-month,99.45,80.5,Alerta: Riesgo Alto
0781a159,Month-to-month,88.85,80.3,Alerta: Riesgo Alto
bf4b55a9,Month-to-month,95.05,80.2,Alerta: Riesgo Alto
998b42f6,Month-to-month,89.2,80.1,Alerta: Riesgo Alto
049d1963,Month-to-month,84.35,79.9,Alerta: Riesgo Alto
82ccbf57,Month-to-month,98.5,79.9,Alerta: Riesgo Alto
0c4230db,Month-to-month,84.6,79.8,Alerta: Riesgo Alto
be0f2f61,Month-to-month,94.75,79.7,Alerta: Riesgo Alto
e320e223,Month-to-month,89.5,79.7,Alerta: Riesgo Alto
9777b3bf,Month-to-month,100.2,79.7,Alerta: Riesgo Alto
1c897fdb,Month-to-month,84.55,79.7,Alerta: Riesgo Alto
bbe98711,Month-to-month,84.05,79.6,Alerta: Riesgo Alto
c9e5f218,Month-to-month,73.55,79.6,Alerta: Riesgo Alto
67e36d90,Month-to-month,95.5,79.6,Alerta: Riesgo Alto
7cbb3f70,Month-to-month,99.65,79.6,Alerta: Riesgo Alto
f5820a49,Month-to-month,85.0,79.6,Alerta: Riesgo Alto
366cb8d2,Month-to-month,88.35,79.5,Alerta: Riesgo Alto
9d6c1bf9,Month-to-month,95.6,79.5,Alerta: Riesgo Alto
5090d499,Month-to-month,94.75,79.5,Alerta: Riesgo Alto
b09cfd1b,Month-to-month,86.6,79.5,Alerta: Riesgo Alto
bd570178,Month-to-month,99.75,79.4,Alerta: Riesgo Alto
aa29f586,Month-to-month,94.0,79.4,Alerta: Riesgo Alto
1fe3a416,Month-to-month,85.65,79.3,Alerta: Riesgo Alto
809521df,Month-to-month,92.55,79.3,Alerta: Riesgo Alto
24ac50ec,Month-to-month,98.75,79.3,Alerta: Riesgo Alto
f8c5de89,Month-to-month,74.4,79.3,Alerta: Riesgo Alto
14be0251,Month-to-month,90.6,79.3,Alerta: Riesgo Alto
f7f89c44,Month-to-month,72.1,79.3,Alerta: Riesgo Alto
7f9ae0df,Month-to-month,89.25,79.2,Alerta: Riesgo Alto
6744d566,Month-to-month,73.65,79.2,Alerta: Riesgo Alto
572537f9,Month-to-month,84.8,79.2,Alerta: Riesgo Alto
88b69b74,Month-to-month,89.1,79.2,Alerta: Riesgo Alto
47f0b63d,Month-to-month,89.5,79.1,Alerta: Riesgo Alto
96f988ad,Month-to-month,86.0,79.1,Alerta: Riesgo Alto
f0948382,Month-to-month,89.55,79.1,Alerta: Riesgo Alto
fdeb4b92,Month-to-month,90.75,79.1,Alerta: Riesgo Alto
2f2bc839,Month-to-month,89.9,79.0,Alerta: Riesgo Alto
4d2d2b67,Month-to-month,89.0,79.0,Alerta: Riesgo Alto
cbcb79e2,Month-to-month,85.7,78.9,Alerta: Riesgo Alto
af6e89a4,Month-to-month,89.35,78.9,Alerta: Riesgo Alto
d25805c6,Month-to-month,84.0,78.9,Alerta: Riesgo Alto
e45cd44f,Month-to-month,91.4,78.9,Alerta: Riesgo Alto
2aed4ab7,Month-to-month,85.3,78.9,Alerta: Riesgo Alto
2b7301f3,Month-to-month,74.4,78.9,Alerta: Riesgo Alto
b0c832fc,Month-to-month,105.5,78.9,Alerta: Riesgo Alto
d951c85a,Month-to-month,74.45,78.9,Alerta: Riesgo Alto
47f6c4ac,Month-to-month,74.7,78.8,Alerta: Riesgo Alto
f0df7511,Month-to-month,83.85,78.8,Alerta: Riesgo Alto
c4f8f77d,Month-to-month,90.55,78.8,Alerta: Riesgo Alto
d14f16d0,Month-to-month,91.45,78.7,Alerta: Riesgo Alto
26e42809,Month-to-month,94.8,78.7,Alerta: Riesgo Alto
0527b3e2,Month-to-month,74.2,78.6,Alerta: Riesgo Alto
b3b1d23a,Month-to-month,75.35,78.6,Alerta: Riesgo Alto
14aa3c2e,Month-to-month,75.75,78.5,Alerta: Riesgo Alto
e199b59b,Month-to-month,100.6,78.5,Alerta: Riesgo Alto
04814610,Month-to-month,96.4,78.4,Alerta: Riesgo Alto
ee7340bc,Month-to-month,99.5,78.4,Alerta: Riesgo Alto
22135f98,Month-to-month,95.75,78.4,Alerta: Riesgo Alto
93f751eb,Month-to-month,82.85,78.3,Alerta: Riesgo Alto
64b5e25f,Month-to-month,94.2,78.3,Alerta: Riesgo Alto
599c08de,Month-to-month,76.45,78.3,Alerta: Riesgo Alto
a3d1104b,Month-to-month,85.05,78.2,Alerta: Riesgo Alto
a9a2c8c4,Month-to-month,96.15,78.2,Alerta: Riesgo Alto
85c70236,Month-to-month,85.65,78.2,Alerta: Riesgo Alto
bbb4b7ea,Month-to-month,89.15,78.1,Alerta: Riesgo Alto
86487da6,Month-to-month,96.05,78.1,Alerta: Riesgo Alto
db48cf55,Month-to-month,101.35,78.1,Alerta: Riesgo Alto
326a7fe9,Month-to-month,84.45,78.1,Alerta: Riesgo Alto
3c7d1614,Month-to-month,91.4,78.0,Alerta: Riesgo Alto
3e043313,Month-to-month,79.1,78.0,Alerta: Riesgo Alto
0dd5e454,Month-to-month,95.45,78.0,Alerta: Riesgo Alto
e83014a1,Month-to-month,88.45,78.0,Alerta: Riesgo Alto
b0d5041a,Month-to-month,100.75,77.9,Alerta: Riesgo Alto
5ab60885,Month-to-month,94.2,77.9,Alerta: Riesgo Alto
461c3971,Month-to-month,90.4,77.9,Alerta: Riesgo Alto
fa6fd89e,Month-to-month,99.8,77.9,Alerta: Riesgo Alto
8a9d4f64,Month-to-month,84.0,77.9,Alerta: Riesgo Alto
5b0e724c,Month-to-month,92.1,77.8,Alerta: Riesgo Alto
bc51ea7d,Month-to-month,89.8,77.8,Alerta: Riesgo Alto
9dd86fb8,Month-to-month,85.65,77.8,Alerta: Riesgo Alto
f66cacf0,Month-to-month,89.8,77.7,Alerta: Riesgo Alto
267f03f0,Month-to-month,85.2,77.7,Alerta: Riesgo Alto
a4a2392c,Month-to-month,89.45,77.6,Alerta: Riesgo Alto
cd6c0a1d,Month-to-month,86.65,77.6,Alerta: Riesgo Alto
cb955860,Month-to-month,93.35,77.6,Alerta: Riesgo Alto
150e7715,Month-to-month,99.6,77.6,Alerta: Riesgo Alto
77f60bb4,Month-to-month,79.2,77.6,Alerta: Riesgo Alto
2d2f864d,Month-to-month,78.55,77.6,Alerta: Riesgo Alto
6b8195e5,Month-to-month,95.85,77.5,Alerta: Riesgo Alto
3d36449e,Month-to-month,94.55,77.5,Alerta: Riesgo Alto
6239148f,Month-to-month,105.3,77.4,Alerta: Riesgo Alto
86f6a002,Month-to-month,90.1,77.3,Alerta: Riesgo Alto
8d07a232,Month-to-month,76.05,77.3,Alerta: Riesgo Alto
4248f950,Month-to-month,94.95,77.3,Alerta: Riesgo Alto
eddf1d9d,Month-to-month,92.0,77.2,Alerta: Riesgo Alto
04871366,Month-to-month,79.6,77.0,Alerta: Riesgo Alto
6fec9d87,Month-to-month,77.0,77.0,Alerta: Riesgo Alto
71fd2d34,Month-to-month,100.2,77.0,Alerta: Riesgo Alto
1636cb3e,Month-to-month,82.0,76.9,Alerta: Riesgo Alto
9875b93e,Month-to-month,95.6,76.9,Alerta: Riesgo Alto
9b35b7f4,Month-to-month,94.45,76.9,Alerta: Riesgo Alto
35b32327,Month-to-month,74.45,76.8,Alerta: Riesgo Alto
e8bbda80,Month-to-month,74.9,76.8,Alerta: Riesgo Alto
df94f514,Month-to-month,84.9,76.7,Alerta: Riesgo Alto
2fed73f3,Month-to-month,104.85,76.6,Alerta: Riesgo Alto
525f6198,Month-to-month,85.0,76.6,Alerta: Riesgo Alto
23540ca9,Month-to-month,93.9,76.6,Alerta: Riesgo Alto
5eae3d5d,Month-to-month,79.9,76.6,Alerta: Riesgo Alto
23b00f93,Month-to-month,101.1,76.5,Alerta: Riesgo Alto
e23618de,Month-to-month,98.55,76.5,Alerta: Riesgo Alto
ab64bbe7,Month-to-month,104.4,76.5,Alerta: Riesgo Alto
56ea059d,Month-to-month,74.35,76.5,Alerta: Riesgo Alto
df681856,Month-to-month,106.9,76.5,Alerta: Riesgo Alto
37d2c14f,Month-to-month,94.9,76.4,Alerta: Riesgo Alto
e0e8c325,Month-to-month,92.5,76.4,Alerta: Riesgo Alto
ed005119,Month-to-month,80.4,76.3,Alerta: Riesgo Alto
87e65c01,Month-to-month,86.8,76.3,Alerta: Riesgo Alto
a68adee3,Month-to-month,86.85,76.3,Alerta: Riesgo Alto
7422b838,Month-to-month,89.5,76.3,Alerta: Riesgo Alto
ce45e07e,Month-to-month,97.95,76.2,Alerta: Riesgo Alto
11f2cce4,Month-to-month,75.1,76.2,Alerta: Riesgo Alto
410adaae,Month-to-month,94.25,76.2,Alerta: Riesgo Alto
f4e79b80,Month-to-month,74.9,76.2,Alerta: Riesgo Alto
25a9238b,Month-to-month,74.95,76.2,Alerta: Riesgo Alto
1ee46f2e,Month-to-month,86.5,76.2,Alerta: Riesgo Alto
959270d6,Month-to-month,83.3,76.1,Alerta: Riesgo Alto
592925c0,Month-to-month,75.3,76.1,Alerta: Riesgo Alto
defd212c,Month-to-month,75.45,76.0,Alerta: Riesgo Alto
7492a5db,Month-to-month,74.5,76.0,Alerta: Riesgo Alto
c2b96110,Month-to-month,90.45,75.9,Alerta: Riesgo Alto
f89dd76a,Month-to-month,75.1,75.8,Alerta: Riesgo Alto
edebb643,Month-to-month,94.75,75.8,Alerta: Riesgo Alto
08dccf59,Month-to-month,95.8,75.8,Alerta: Riesgo Alto
2506a06c,Month-to-month,94.7,75.8,Alerta: Riesgo Alto
25ab73de,Month-to-month,78.85,75.8,Alerta: Riesgo Alto
138a12c2,Month-to-month,86.55,75.6,Alerta: Riesgo Alto
9c09461d,Month-to-month,85.5,75.6,Alerta: Riesgo Alto
d6951e09,Month-to-month,85.35,75.5,Alerta: Riesgo Alto
2949da18,Month-to-month,74.85,75.5,Alerta: Riesgo Alto
bac958df,Month-to-month,85.25,75.5,Alerta: Riesgo Alto
6fd7f3a7,Month-to-month,75.4,75.5,Alerta: Riesgo Alto
e4c03fb1,Month-to-month,87.05,75.5,Alerta: Riesgo Alto
96944b98,Month-to-month,102.0,75.5,Alerta: Riesgo Alto
02e02297,Month-to-month,90.05,75.4,Alerta: Riesgo Alto
7becac55,Month-to-month,78.95,75.4,Alerta: Riesgo Alto
a9f906fd,Month-to-month,90.1,75.4,Alerta: Riesgo Alto
fdd6e995,Month-to-month,79.05,75.4,Alerta: Riesgo Alto
428a322a,Month-to-month,96.7,75.3,Alerta: Riesgo Alto
97cd4554,Month-to-month,79.25,75.3,Alerta: Riesgo Alto
313c517d,Month-to-month,93.55,75.3,Alerta: Riesgo Alto
bf685f9b,Month-to-month,88.95,75.3,Alerta: Riesgo Alto
46de4ed2,Month-to-month,80.8,75.2,Alerta: Riesgo Alto
cc1ded1a,Month-to-month,79.55,75.2,Alerta: Riesgo Alto
d2ddf29d,Month-to-month,74.4,75.2,Alerta: Riesgo Alto
3005d8aa,Month-to-month,94.85,75.2,Alerta: Riesgo Alto
6b570d01,Month-to-month,91.1,75.2,Alerta: Riesgo Alto
4329ad2b,Month-to-month,79.5,75.2,Alerta: Riesgo Alto
7dcb42c4,Month-to-month,80.55,75.2,Alerta: Riesgo Alto
a3ff406a,Month-to-month,76.5,75.1,Alerta: Riesgo Alto
64f91488,Month-to-month,90.5,75.1,Alerta: Riesgo Alto
02aecbe8,Month-to-month,85.6,75.1,Alerta: Riesgo Alto
a52bf36f,Month-to-month,79.95,75.0,Alerta: Riesgo Alto
f3c30569,Month-to-month,77.15,75.0,Alerta: Riesgo Alto
f70359f7,Month-to-month,75.55,75.0,Alerta: Riesgo Alto
7a79c805,Month-to-month,79.7,74.9,Alerta: Riesgo Alto
61a1bd2e,Month-to-month,101.35,74.9,Alerta: Riesgo Alto
e36362ff,Month-to-month,101.55,74.9,Alerta: Riesgo Alto
85e1df4b,Month-to-month,74.65,74.9,Alerta: Riesgo Alto
a80ec945,Month-to-month,74.25,74.8,Alerta: Riesgo Alto
8aef8345,Month-to-month,91.65,74.8,Alerta: Riesgo Alto
796202eb,Month-to-month,89.35,74.8,Alerta: Riesgo Alto
6d946327,Month-to-month,75.9,74.8,Alerta: Riesgo Alto
a54edf26,Month-to-month,75.85,74.8,Alerta: Riesgo Alto
edf60ca2,Month-to-month,80.55,74.8,Alerta: Riesgo Alto
f4a52a6d,Month-to-month,101.7,74.7,Alerta: Riesgo Alto
27a91662,Month-to-month,90.85,74.7,Alerta: Riesgo Alto
dfc21072,Month-to-month,84.65,74.7,Alerta: Riesgo Alto
0ddc145a,Month-to-month,79.65,74.7,Alerta: Riesgo Alto
e92bfcde,Month-to-month,80.8,74.7,Alerta: Riesgo Alto
72f87978,Month-to-month,79.7,74.7,Alerta: Riesgo Alto
96a9ecad,Month-to-month,93.55,74.6,Alerta: Riesgo Alto
8fb4509f,Month-to-month,94.7,74.6,Alerta: Riesgo Alto
ea315b2e,Month-to-month,86.85,74.6,Alerta: Riesgo Alto
d3081ed7,Month-to-month,95.35,74.6,Alerta: Riesgo Alto
b8f59c64,Month-to-month,80.25,74.5,Alerta: Riesgo Alto
7ab8687a,Month-to-month,79.95,74.5,Alerta: Riesgo Alto
6c0c4f4a,Month-to-month,74.95,74.5,Alerta: Riesgo Alto
79234891,Month-to-month,74.35,74.4,Alerta: Riesgo Alto
8894491c,Month-to-month,95.1,74.4,Alerta: Riesgo Alto
13e9632f,Month-to-month,78.5,74.4,Alerta: Riesgo Alto
3a07f2bb,Month-to-month,80.2,74.4,Alerta: Riesgo Alto
365118c3,Month-to-month,100.55,74.3,Alerta: Riesgo Alto
8549ed61,Month-to-month,50.35,74.3,Alerta: Riesgo Alto
a8344ee7,Month-to-month,84.45,74.3,Alerta: Riesgo Alto
b5514870,Month-to-month,75.5,74.3,Alerta: Riesgo Alto
8b458764,Month-to-month,84.85,74.3,Alerta: Riesgo Alto
7d8836a0,Month-to-month,75.8,74.3,Alerta: Riesgo Alto
cac4d82c,Month-to-month,106.7,74.3,Alerta: Riesgo Alto
18119944,Month-to-month,74.05,74.3,Alerta: Riesgo Alto
143c1846,Month-to-month,98.05,74.2,Alerta: Riesgo Alto
ac037561,Month-to-month,94.05,74.2,Alerta: Riesgo Alto
8d7912e2,Month-to-month,80.25,74.2,Alerta: Riesgo Alto
b6167d16,Month-to-month,85.95,74.2,Alerta: Riesgo Alto
a6e705dc,Month-to-month,81.1,74.2,Alerta: Riesgo Alto
05e750fb,Month-to-month,76.95,74.2,Alerta: Riesgo Alto
5ca0c7c8,Month-to-month,80.95,74.1,Alerta: Riesgo Alto
e75276a6,Month-to-month,79.75,74.1,Alerta: Riesgo Alto
8083c85e,Month-to-month,89.5,74.1,Alerta: Riesgo Alto
b0142b07,Month-to-month,90.8,74.1,Alerta: Riesgo Alto
7d9328c8,Month-to-month,79.4,74.1,Alerta: Riesgo Alto
d20ea343,Month-to-month,84.75,74.0,Alerta: Riesgo Alto
e67614cc,Month-to-month,89.75,74.0,Alerta: Riesgo Alto
3e71877b,Month-to-month,85.45,74.0,Alerta: Riesgo Alto
8ba8b0c9,Month-to-month,76.05,74.0,Alerta: Riesgo Alto
0f7be4b0,Month-to-month,94.9,74.0,Alerta: Riesgo Alto
e6840698,Month-to-month,93.6,74.0,Alerta: Riesgo Alto
137dc529,Month-to-month,95.15,74.0,Alerta: Riesgo Alto
b74628f2,Month-to-month,81.95,73.9,Alerta: Riesgo Alto
f5532c9a,Month-to-month,70.3,73.9,Alerta: Riesgo Alto
1cc30b52,Month-to-month,75.75,73.9,Alerta: Riesgo Alto
fa3255da,Month-to-month,81.35,73.9,Alerta: Riesgo Alto
4327bc4c,Month-to-month,91.05,73.9,Alerta: Riesgo Alto
928764a5,Month-to-month,94.3,73.8,Alerta: Riesgo Alto
9530e69a,Month-to-month,89.2,73.8,Alerta: Riesgo Alto
4bcb77e9,Month-to-month,104.35,73.8,Alerta: Riesgo Alto
2e5550cd,Month-to-month,80.2,73.8,Alerta: Riesgo Alto
351c2aa5,Month-to-month,90.75,73.8,Alerta: Riesgo Alto
d5b3ae28,Month-to-month,80.65,73.7,Alerta: Riesgo Alto
eadb6e5c,Month-to-month,69.75,73.7,Alerta: Riesgo Alto
21fe5ab1,Month-to-month,69.55,73.7,Alerta: Riesgo Alto
22a5820c,Month-to-month,69.65,73.7,Alerta: Riesgo Alto
bfbabec5,Month-to-month,80.35,73.7,Alerta: Riesgo Alto
acf75937,Month-to-month,75.65,73.7,Alerta: Riesgo Alto
dd1d3cb5,Month-to-month,96.2,73.7,Alerta: Riesgo Alto
e244b802,Month-to-month,90.1,73.7,Alerta: Riesgo Alto
ba3e005b,Month-to-month,85.45,73.6,Alerta: Riesgo Alto
72e889a1,Month-to-month,86.0,73.6,Alerta: Riesgo Alto
4a9cf6fc,Month-to-month,102.55,73.6,Alerta: Riesgo Alto
c292936c,Month-to-month,79.4,73.6,Alerta: Riesgo Alto
7fe88a90,Month-to-month,70.05,73.5,Alerta: Riesgo Alto
5185b637,Month-to-month,49.25,73.5,Alerta: Riesgo Alto
b69817d8,Month-to-month,84.5,73.5,Alerta: Riesgo Alto
8c3f5460,Month-to-month,96.85,73.5,Alerta: Riesgo Alto
7ec0a0d6,Month-to-month,45.25,73.5,Alerta: Riesgo Alto
33510e8b,Month-to-month,44.4,73.5,Alerta: Riesgo Alto
4384310f,Month-to-month,98.5,73.4,Alerta: Riesgo Alto
a26c834a,Month-to-month,74.55,73.4,Alerta: Riesgo Alto
db9fde5f,Month-to-month,86.6,73.4,Alerta: Riesgo Alto
b487a9c1,Month-to-month,69.25,73.4,Alerta: Riesgo Alto
dbfa500a,Month-to-month,72.6,73.4,Alerta: Riesgo Alto
12264685,Month-to-month,93.5,73.4,Alerta: Riesgo Alto
8f21f223,Month-to-month,83.15,73.4,Alerta: Riesgo Alto
e3ee215b,Month-to-month,80.35,73.4,Alerta: Riesgo Alto
3ffd0a8e,Month-to-month,95.1,73.4,Alerta: Riesgo Alto
3c8485d0,Month-to-month,84.35,73.3,Alerta: Riesgo Alto
4b06f770,Month-to-month,69.65,73.3,Alerta: Riesgo Alto
c9815d6d,Month-to-month,91.5,73.3,Alerta: Riesgo Alto
e3409751,Month-to-month,69.6,73.3,Alerta: Riesgo Alto
1b3534e9,Month-to-month,85.85,73.3,Alerta: Riesgo Alto
55d28224,Month-to-month,89.55,73.3,Alerta: Riesgo Alto
b4cc8b96,Month-to-month,69.6,73.3,Alerta: Riesgo Alto
f8f1f389,Month-to-month,79.9,73.2,Alerta: Riesgo Alto
3192a198,Month-to-month,81.25,73.2,Alerta: Riesgo Alto
687cb9e6,Month-to-month,98.5,73.2,Alerta: Riesgo Alto
ba8c0e67,Month-to-month,79.15,73.2,Alerta: Riesgo Alto
09a38115,Month-to-month,69.95,73.2,Alerta: Riesgo Alto
df8588a3,Month-to-month,69.3,73.2,Alerta: Riesgo Alto
6f3eec81,Month-to-month,75.5,73.2,Alerta: Riesgo Alto
cfe4f858,Month-to-month,69.85,73.2,Alerta: Riesgo Alto
46556559,Month-to-month,84.6,73.1,Alerta: Riesgo Alto
ea41a07d,Month-to-month,74.9,73.1,Alerta: Riesgo Alto
46d6745b,Month-to-month,95.0,73.1,Alerta: Riesgo Alto
8ea38db2,Month-to-month,70.15,73.1,Alerta: Riesgo Alto
9743b6aa,Month-to-month,100.0,73.1,Alerta: Riesgo Alto
db4f584a,Month-to-month,100.15,73.1,Alerta: Riesgo Alto
39e331d4,Month-to-month,93.0,73.1,Alerta: Riesgo Alto
1476ff77,Month-to-month,80.5,73.1,Alerta: Riesgo Alto
aa084ef3,Month-to-month,70.2,73.1,Alerta: Riesgo Alto
1bf9434a,Month-to-month,86.55,73.1,Alerta: Riesgo Alto
20708486,Month-to-month,95.5,73.0,Alerta: Riesgo Alto
40590caa,Month-to-month,79.15,73.0,Alerta: Riesgo Alto
cd2b4959,Month-to-month,79.55,73.0,Alerta: Riesgo Alto
02c46c03,Month-to-month,94.4,73.0,Alerta: Riesgo Alto
602005c7,Month-to-month,85.95,73.0,Alerta: Riesgo Alto
599d3f54,Month-to-month,79.0,73.0,Alerta: Riesgo Alto
32d6de1e,Month-to-month,94.0,72.9,Alerta: Riesgo Alto
36857f4a,Month-to-month,70.55,72.9,Alerta: Riesgo Alto
81fbad2f,Month-to-month,97.35,72.9,Alerta: Riesgo Alto
fcbd6420,Month-to-month,94.25,72.9,Alerta: Riesgo Alto
775f281d,Month-to-month,74.45,72.9,Alerta: Riesgo Alto
b1603158,Month-to-month,96.25,72.9,Alerta: Riesgo Alto
c7dec91b,Month-to-month,100.25,72.9,Alerta: Riesgo Alto
a943aa04,Month-to-month,86.1,72.9,Alerta: Riesgo Alto
aa72fc68,Month-to-month,71.65,72.9,Alerta: Riesgo Alto
64f4a481,Month-to-month,81.0,72.8,Alerta: Riesgo Alto
99648a28,Month-to-month,74.2,72.8,Alerta: Riesgo Alto
9df3a0a2,Month-to-month,85.15,72.8,Alerta: Riesgo Alto
29e6fdb5,Month-to-month,91.3,72.7,Alerta: Riesgo Alto
731961ea,Month-to-month,71.15,72.7,Alerta: Riesgo Alto
7449d410,Month-to-month,71.25,72.7,Alerta: Riesgo Alto
5073d8c1,Month-to-month,81.0,72.6,Alerta: Riesgo Alto
f5aa0823,Month-to-month,74.3,72.6,Alerta: Riesgo Alto
97183255,Month-to-month,44.55,72.6,Alerta: Riesgo Alto
73bc565e,Month-to-month,69.6,72.6,Alerta: Riesgo Alto
ea2e4927,Month-to-month,39.65,72.6,Alerta: Riesgo Alto
b24e3cd0,Month-to-month,102.45,72.5,Alerta: Riesgo Alto
af45c0cf,Month-to-month,92.55,72.5,Alerta: Riesgo Alto
3467e6fe,Month-to-month,94.1,72.5,Alerta: Riesgo Alto
4e91ac75,Month-to-month,74.85,72.5,Alerta: Riesgo Alto
dab37a0a,Month-to-month,74.5,72.5,Alerta: Riesgo Alto
d409c9f6,Month-to-month,79.25,72.5,Alerta: Riesgo Alto
8dd04b75,Month-to-month,98.0,72.4,Alerta: Riesgo Alto
f2135bd2,Month-to-month,84.35,72.4,Alerta: Riesgo Alto
e740ebe6,Month-to-month,94.2,72.4,Alerta: Riesgo Alto
7e48d7e9,Month-to-month,100.8,72.3,Alerta: Riesgo Alto
a823d92f,Month-to-month,73.85,72.3,Alerta: Riesgo Alto
534ed03c,Month-to-month,79.45,72.3,Alerta: Riesgo Alto
668bad69,Month-to-month,70.35,72.3,Alerta: Riesgo Alto
63c641cc,Month-to-month,36.45,72.3,Alerta: Riesgo Alto
6683bce7,Month-to-month,80.6,72.3,Alerta: Riesgo Alto
2aff2a25,Month-to-month,99.45,72.3,Alerta: Riesgo Alto
80591c3e,Month-to-month,70.65,72.2,Alerta: Riesgo Alto
b68521f9,Month-to-month,74.35,72.2,Alerta: Riesgo Alto
de5f982d,Month-to-month,94.45,72.2,Alerta: Riesgo Alto
bc496e39,Month-to-month,84.2,72.2,Alerta: Riesgo Alto
dae4a2a0,Month-to-month,80.85,72.2,Alerta: Riesgo Alto
475b5e34,Month-to-month,78.5,72.1,Alerta: Riesgo Alto
9ec93053,Month-to-month,80.0,72.1,Alerta: Riesgo Alto
28b1f187,Month-to-month,94.2,72.1,Alerta: Riesgo Alto
4aff6af8,Month-to-month,105.35,72.0,Alerta: Riesgo Alto
fadc0a0d,Month-to-month,74.9,72.0,Alerta: Riesgo Alto
0c5b863a,Month-to-month,73.5,72.0,Alerta: Riesgo Alto
8de4d440,Month-to-month,104.25,72.0,Alerta: Riesgo Alto
9c29f6a1,Month-to-month,75.35,72.0,Alerta: Riesgo Alto
8d763f61,Month-to-month,106.4,71.9,Alerta: Riesgo Alto
812dbc80,Month-to-month,99.95,71.9,Alerta: Riesgo Alto
ff8c6abc,Month-to-month,70.2,71.8,Alerta: Riesgo Alto
757c55c3,Month-to-month,74.4,71.8,Alerta: Riesgo Alto
dad0b857,Month-to-month,94.55,71.8,Alerta: Riesgo Alto
7f7ec88d,Month-to-month,98.75,71.8,Alerta: Riesgo Alto
b8172cfd,Month-to-month,70.3,71.8,Alerta: Riesgo Alto
c4d740da,Month-to-month,75.45,71.8,Alerta: Riesgo Alto
b60e8bf2,Month-to-month,89.5,71.8,Alerta: Riesgo Alto
419a2764,Month-to-month,85.55,71.7,Alerta: Riesgo Alto
b057b20b,Month-to-month,104.45,71.7,Alerta: Riesgo Alto
cc8b2dbb,Month-to-month,101.05,71.7,Alerta: Riesgo Alto
a790c789,Month-to-month,98.7,71.7,Alerta: Riesgo Alto
